Year,State,FAH,FAFH,Total nominal food sales,FAH,FAFH,Total constant dollar food sales
2011,Wyoming,"1,229.73",988.33,"2,218.06",633.89,520.22,"1,154.11"
2012,Wyoming,"1,231.92","1,039.66","2,271.59",619.75,532.1,"1,151.85"
2013,Wyoming,"1,205.91","1,095.42","2,301.34",601.23,548.91,"1,150.14"
2014,Wyoming,"1,272.25","1,192.61","2,464.87",619.51,583.42,"1,202.93"
2015,Wyoming,"1,311.10","1,297.47","2,608.57",631.06,617.07,"1,248.13"
2016,Wyoming,"1,315.05","1,392.17","2,707.22",641.39,645.49,"1,286.88"
2017,Wyoming,"1,258.97","1,464.37","2,723.34",615.27,663.48,"1,278.75"
2018,Wyoming,"1,335.60","1,565.31","2,900.91",649.8,691.05,"1,340.84"
2019,Wyoming,"1,378.60","1,647.00","3,025.60",664.85,705.34,"1,370.19"
2020,Wyoming,"1,556.83","1,356.42","2,913.25",725.43,562.05,"1,287.48"
